chargeback_id,customer_id,archetype,reason_code,merchant_category,amount,delivery_confirmed,three_d_secure,device_fingerprint_match,ip_geolocation_match,customer_email_opened,customer_tenure_days,customer_prior_disputes,transaction_velocity_24h,days_since_transaction,amount_vs_customer_avg,transaction_date,dispute_date,tracking_id,delivery_timestamp,merchant_policy,hidden_adjudicator_strictness,month_index,procedural_flip,won,split,generation_seed
22a97aa8fd27,cust_55666,high_velocity_attack,unauthorized,travel,2822.59,1,0,0,1.0,0.0,41,1,6,10,0.1,2025-02-07,2025-02-17,TRK543935993,2025-02-10 01:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.0154,1,0,1,train,101
bbf792c28735,cust_13360,inr_delivery_confirmed,item_not_received,ecommerce,3699.74,1,1,1,1.0,0.0,7,0,1,26,0.1,2025-09-18,2025-10-14,TRK468080333,2025-09-18 20:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0541,8,0,1,train,101
94033eb05365,cust_32425,inr_delivery_confirmed,item_not_received,grocery,2957.3,1,0,1,1.0,1.0,286,0,1,32,1.029,2025-02-25,2025-03-29,TRK770078600,2025-02-27 12:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.0545,1,1,0,train,101
76dc1ac98787,cust_35561,friendly_fraud_long_tenure,item_not_received,digital_goods,6020.68,0,1,1,,1.0,406,2,1,38,0.886,2025-03-24,2025-05-01,,,Digital items are non-refundable after delivery to the registered account.,-0.0311,2,0,0,train,101
864a2a91c06e,cust_57880,no_evidence,not_as_described,digital_goods,6104.39,1,0,0,0.0,1.0,186,0,1,12,1.581,2025-06-16,2025-06-28,TRK371036138,2025-06-19 20:00:00,Digital items are non-refundable after delivery to the registered account.,0.1047,5,0,0,train,101
17c49b9515fe,cust_71391,unauthorized_3ds,unauthorized,ecommerce,3417.08,0,1,1,,1.0,343,0,1,18,1.282,2025-06-23,2025-07-11,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0525,5,0,1,train,101
9409a4de1384,cust_80938,inr_delivery_confirmed,item_not_received,ecommerce,10060.05,1,1,0,1.0,1.0,807,0,1,2,1.371,2025-07-10,2025-07-12,TRK280402824,2025-07-13 17:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0137,6,0,1,train,101
2229fef819c7,cust_60515,no_evidence,unauthorized,services,4947.1,0,0,0,0.0,0.0,0,0,1,24,0.8,2025-08-15,2025-09-08,,,Service completion notes and customer confirmation emails are retained.,0.2523,7,0,0,train,101
a18e6d08f2ba,cust_29119,no_evidence,unauthorized,digital_goods,4593.74,0,0,0,1.0,1.0,0,0,2,39,2.087,2025-04-19,2025-05-28,,,Digital items are non-refundable after delivery to the registered account.,0.0958,3,0,0,train,101
730db2877da8,cust_23790,high_velocity_attack,unauthorized,ecommerce,2604.12,0,0,1,0.0,1.0,44,0,11,4,1.626,2025-09-06,2025-09-10,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0475,8,0,0,train,101
1d96245e1a34,cust_35897,inr_delivery_confirmed,item_not_received,ecommerce,2394.98,1,0,1,1.0,1.0,889,0,2,25,1.024,2025-06-20,2025-07-15,TRK155532035,2025-06-21 08:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.05,5,0,1,train,101
959a1fc47aa3,cust_85205,inr_delivery_confirmed,item_not_received,grocery,2333.8,1,1,1,,1.0,245,2,2,13,1.007,2025-02-14,2025-02-27,TRK264603963,2025-02-15 21:00:00,Perishable goods are non-returnable after delivery confirmation.,0.0953,1,0,1,train,101
c80389c11593,cust_30438,inr_delivery_confirmed,item_not_received,fashion,2080.52,1,0,1,1.0,0.0,332,0,1,8,1.352,2025-09-23,2025-10-01,TRK515155397,2025-09-23 19:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.2267,8,0,0,train,101
5cf7c5e83c70,cust_78705,no_evidence,unauthorized,ecommerce,2244.7,0,0,0,0.0,0.0,132,1,1,50,1.322,2025-08-26,2025-10-15,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0674,7,0,0,train,101
b1ec0f8859e9,cust_53099,unauthorized_3ds,unauthorized,ecommerce,5809.83,1,1,1,1.0,0.0,748,0,1,15,0.518,2025-05-20,2025-06-04,TRK986215781,2025-05-21 02:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1166,4,0,1,train,101
150adec33531,cust_10440,friendly_fraud_long_tenure,not_as_described,fashion,2483.4,0,1,0,0.0,,958,1,2,40,1.554,2025-01-31,2025-03-12,,,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.0859,1,0,0,train,101
0c4d4105eadb,cust_64823,no_evidence,unauthorized,digital_goods,5906.59,0,0,0,0.0,0.0,0,1,2,15,3.09,2025-06-09,2025-06-24,,,Digital items are non-refundable after delivery to the registered account.,0.0097,5,0,0,train,101
0da779fe79c1,cust_70484,no_evidence,item_not_received,services,2707.16,0,0,0,1.0,,92,2,4,20,0.1,2025-04-24,2025-05-14,,,Service completion notes and customer confirmation emails are retained.,-0.0079,3,0,0,train,101
db4927234e60,cust_20684,unauthorized_3ds,unauthorized,digital_goods,2939.1,1,1,1,1.0,1.0,312,1,2,3,1.355,2025-06-15,2025-06-18,TRK180296916,2025-06-16 04:00:00,Digital items are non-refundable after delivery to the registered account.,0.1864,5,0,1,train,101
b4385df298c1,cust_36650,no_evidence,not_as_described,services,5574.52,0,0,1,0.0,0.0,189,0,2,46,,2025-02-06,2025-03-24,,,Service completion notes and customer confirmation emails are retained.,0.1208,1,0,0,train,101
d59d1b2f8f91,cust_79630,no_evidence,unauthorized,ecommerce,1758.94,0,0,0,0.0,0.0,206,1,1,28,,2025-07-07,2025-08-04,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.1015,6,1,1,train,101
c28e1a556c40,cust_81992,unauthorized_3ds,unauthorized,travel,9420.12,0,1,1,1.0,,243,0,1,11,1.811,2025-09-04,2025-09-15,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0069,8,0,0,train,101
5fd7eab11946,cust_64931,inr_delivery_confirmed,item_not_received,grocery,2574.15,1,1,1,1.0,1.0,541,2,3,34,1.229,2025-03-02,2025-04-05,TRK795994915,2025-03-02 19:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.1782,2,0,0,train,101
821ba8b25685,cust_30344,friendly_fraud_long_tenure,unauthorized,fashion,2859.53,0,0,1,1.0,0.0,522,1,1,26,1.84,2025-03-16,2025-04-11,,,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.2054,2,0,0,train,101
dbe5dd1bbe52,cust_41807,high_velocity_attack,unauthorized,digital_goods,1470.04,1,1,0,0.0,0.0,147,0,8,2,,2025-06-12,2025-06-14,TRK585246487,2025-06-15 09:00:00,Digital items are non-refundable after delivery to the registered account.,0.0292,5,1,1,train,101
bf3013fd13f3,cust_35209,no_evidence,not_as_described,ecommerce,2511.49,0,0,0,1.0,1.0,0,1,2,58,0.338,2025-06-19,2025-08-16,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.1627,5,0,0,train,101
49032aab76f9,cust_64247,inr_delivery_confirmed,item_not_received,grocery,1730.49,1,0,1,0.0,0.0,216,0,1,2,,2025-07-01,2025-07-03,TRK995575390,2025-07-02 11:00:00,Perishable goods are non-returnable after delivery confirmation.,0.0299,6,0,0,train,101
57bcfbfd5149,cust_51513,high_velocity_attack,unauthorized,digital_goods,1240.11,1,0,0,0.0,0.0,52,0,11,14,3.17,2025-04-06,2025-04-20,TRK714443375,2025-04-08 08:00:00,Digital items are non-refundable after delivery to the registered account.,-0.1305,3,0,0,train,101
af664361c07f,cust_49323,inr_delivery_confirmed,item_not_received,ecommerce,4404.36,1,1,1,1.0,1.0,196,0,1,15,1.142,2025-02-04,2025-02-19,TRK158236567,2025-02-05 09:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0056,1,1,0,train,101
d72129e638be,cust_33396,inr_delivery_confirmed,item_not_received,grocery,4025.81,1,0,1,1.0,0.0,637,0,3,21,,2025-06-11,2025-07-02,TRK904566603,2025-06-13 15:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.0799,5,0,1,train,101
2f5dc9f53041,cust_67835,high_velocity_attack,unauthorized,digital_goods,1511.63,1,0,0,0.0,0.0,45,0,9,4,1.699,2025-02-17,2025-02-21,TRK950901220,2025-02-17 20:00:00,Digital items are non-refundable after delivery to the registered account.,0.1318,1,0,1,train,101
868ffa2f1e68,cust_27068,friendly_fraud_long_tenure,item_not_received,subscriptions,7549.51,0,1,1,0.0,0.0,741,3,1,10,0.6,2025-04-07,2025-04-17,,,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,0.0162,3,0,0,train,101
feee1f02df2f,cust_12243,inr_delivery_confirmed,item_not_received,ecommerce,2643.56,1,0,1,0.0,1.0,193,0,1,13,1.001,2025-07-06,2025-07-19,TRK559064644,2025-07-08 09:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0669,6,0,1,train,101
7e2fca768c00,cust_28148,unauthorized_3ds,unauthorized,travel,4012.94,1,1,1,1.0,0.0,327,0,1,15,0.932,2025-02-12,2025-02-27,TRK179456101,2025-02-14 18:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0046,1,0,0,train,101
42401b585dc0,cust_61395,high_velocity_attack,unauthorized,digital_goods,2195.33,1,0,0,1.0,0.0,0,1,7,1,1.72,2025-03-22,2025-03-23,TRK161306943,2025-03-25 22:00:00,Digital items are non-refundable after delivery to the registered account.,-0.1932,2,0,1,train,101
e0d68f8a7c30,cust_31653,high_velocity_attack,unauthorized,travel,3418.59,0,0,0,0.0,0.0,68,1,10,6,2.439,2025-04-07,2025-04-13,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0932,3,0,0,train,101
93b0684b7b0c,cust_42352,inr_delivery_confirmed,item_not_received,grocery,1686.8,1,0,1,,1.0,73,0,1,28,0.757,2025-08-07,2025-09-04,TRK868673445,2025-08-09 03:00:00,Perishable goods are non-returnable after delivery confirmation.,0.1153,7,0,0,train,101
d8002ecad43a,cust_39981,no_evidence,not_as_described,ecommerce,5403.66,0,0,0,0.0,,71,1,2,27,2.132,2025-09-17,2025-10-14,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.212,8,0,0,train,101
51986982244b,cust_92337,friendly_fraud_long_tenure,item_not_received,fashion,5777.59,0,1,1,0.0,1.0,659,1,1,49,1.566,2025-08-30,2025-10-18,,,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0436,8,0,0,train,101
e24c4ee8987f,cust_96700,inr_delivery_confirmed,item_not_received,fashion,3682.85,1,0,1,0.0,0.0,263,1,1,20,1.131,2025-09-20,2025-10-10,TRK153409532,2025-09-22 07:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.1244,8,0,1,train,101
2f465ab820bb,cust_63825,friendly_fraud_long_tenure,item_not_received,fashion,4620.06,0,1,1,1.0,1.0,715,2,2,12,1.218,2025-05-02,2025-05-14,,,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0168,4,0,1,train,101
369750fd0913,cust_32818,unauthorized_3ds,unauthorized,digital_goods,3189.55,0,1,1,1.0,1.0,14,0,3,26,1.314,2025-08-24,2025-09-19,,,Digital items are non-refundable after delivery to the registered account.,0.1387,7,0,0,train,101
9dd6d6c2c69a,cust_48663,inr_delivery_confirmed,item_not_received,ecommerce,4555.66,1,1,1,1.0,1.0,656,1,1,35,0.931,2025-06-14,2025-07-19,TRK163556966,2025-06-17 05:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0721,5,0,0,train,101
6ee05bebd8fd,cust_18673,inr_delivery_confirmed,item_not_received,fashion,6639.22,1,0,1,1.0,1.0,84,0,1,16,0.78,2025-07-03,2025-07-19,TRK145259914,2025-07-06 04:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.0359,6,1,1,train,101
31ee023fb7d3,cust_86903,inr_delivery_confirmed,item_not_received,grocery,2232.37,1,0,1,0.0,1.0,332,2,1,32,1.056,2025-04-28,2025-05-30,TRK438500298,2025-04-30 19:00:00,Perishable goods are non-returnable after delivery confirmation.,0.0372,3,0,0,train,101
295fef7b1c2f,cust_30700,inr_delivery_confirmed,item_not_received,ecommerce,12232.75,1,0,1,0.0,0.0,496,0,2,18,1.576,2025-07-13,2025-07-31,TRK981259769,2025-07-14 12:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.17,6,0,0,train,101
4e1b0046c023,cust_44924,unauthorized_3ds,unauthorized,travel,1746.19,0,0,1,1.0,,295,1,1,8,0.695,2025-07-17,2025-07-25,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.1566,6,0,1,train,101
7dd517a0f6e8,cust_18305,high_velocity_attack,unauthorized,digital_goods,4630.95,0,0,0,0.0,0.0,0,0,8,7,,2025-06-06,2025-06-13,,,Digital items are non-refundable after delivery to the registered account.,-0.0226,5,0,0,train,101
a2324e866255,cust_94097,inr_delivery_confirmed,item_not_received,grocery,2960.98,0,1,1,1.0,1.0,7,1,1,8,0.5,2025-04-05,2025-04-13,,,Perishable goods are non-returnable after delivery confirmation.,-0.1217,3,0,1,train,101
f5d0630a6c4f,cust_91243,unauthorized_3ds,unauthorized,travel,20933.33,1,1,1,1.0,1.0,439,0,2,24,1.234,2025-06-06,2025-06-30,TRK879601749,2025-06-08 15:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.0593,5,0,1,train,101
d572c452d411,cust_15703,unauthorized_3ds,unauthorized,ecommerce,2293.23,0,1,1,0.0,0.0,75,0,1,9,0.956,2025-04-22,2025-05-01,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.007,3,0,1,train,101
87a118966f52,cust_71792,unauthorized_3ds,unauthorized,ecommerce,3984.88,1,1,1,0.0,0.0,381,2,2,1,0.732,2025-09-12,2025-09-13,TRK865489873,2025-09-13 21:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0968,8,0,1,train,101
b3b28b024f28,cust_79214,unauthorized_3ds,unauthorized,ecommerce,2249.6,0,1,1,1.0,1.0,808,0,2,8,,2025-07-07,2025-07-15,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1644,6,0,1,train,101
f63663a574a1,cust_92254,friendly_fraud_long_tenure,item_not_received,ecommerce,2396.69,1,0,0,1.0,1.0,540,2,2,31,1.741,2025-09-08,2025-10-09,TRK681162465,2025-09-10 04:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0828,8,0,0,train,101
369da3f36e6e,cust_59008,inr_delivery_confirmed,item_not_received,fashion,6608.38,1,0,1,1.0,1.0,972,1,1,7,0.808,2025-05-23,2025-05-30,TRK702211231,2025-05-24 16:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.1507,4,0,0,train,101
11f4e68fdf47,cust_21433,unauthorized_3ds,unauthorized,digital_goods,657.72,1,1,1,1.0,0.0,868,0,1,7,1.039,2025-05-08,2025-05-15,TRK810749467,2025-05-10 18:00:00,Digital items are non-refundable after delivery to the registered account.,0.0508,4,1,0,train,101
7d1ac3313b2a,cust_30265,friendly_fraud_long_tenure,item_not_received,subscriptions,13730.05,1,1,1,1.0,1.0,980,2,4,32,1.573,2025-03-17,2025-04-18,TRK919864311,2025-03-19 07:00:00,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,-0.1468,2,0,0,train,101
c05bc61bd7ab,cust_96146,inr_delivery_confirmed,item_not_received,fashion,3348.1,1,0,1,1.0,1.0,732,0,1,16,1.175,2025-06-19,2025-07-05,TRK170055645,2025-06-22 17:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.035,5,0,1,train,101
e2046ebd40d1,cust_98871,inr_delivery_confirmed,item_not_received,grocery,4060.38,1,0,0,1.0,1.0,956,0,1,25,0.936,2025-06-09,2025-07-04,TRK415447107,2025-06-12 15:00:00,Perishable goods are non-returnable after delivery confirmation.,0.1104,5,0,1,train,101
1a4642a4875b,cust_64121,unauthorized_3ds,unauthorized,travel,4125.74,1,1,1,0.0,1.0,70,0,1,4,0.107,2025-04-12,2025-04-16,TRK172885562,2025-04-12 23:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.0775,3,0,1,train,101
bae87d1824e2,cust_11228,inr_delivery_confirmed,item_not_received,fashion,2299.6,1,1,0,1.0,1.0,660,1,1,15,1.196,2025-06-05,2025-06-20,TRK756316831,2025-06-08 23:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.0094,5,0,0,train,101
5f93cd804f8b,cust_86531,high_velocity_attack,unauthorized,digital_goods,3216.81,0,0,1,0.0,0.0,13,0,8,9,1.822,2025-07-27,2025-08-05,,,Digital items are non-refundable after delivery to the registered account.,-0.1487,6,0,0,train,101
6a6ef5f8e25a,cust_28478,unauthorized_3ds,unauthorized,travel,7005.54,1,0,1,1.0,0.0,259,0,2,7,1.672,2025-07-12,2025-07-19,TRK288443326,2025-07-14 18:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.1444,6,0,1,train,101
15490fb2a76a,cust_55645,friendly_fraud_long_tenure,item_not_received,digital_goods,1611.3,1,1,1,1.0,1.0,755,1,1,14,0.638,2025-05-11,2025-05-25,TRK410027484,2025-05-11 19:00:00,Digital items are non-refundable after delivery to the registered account.,-0.1448,4,0,1,train,101
f1140e05eb71,cust_99084,unauthorized_3ds,unauthorized,digital_goods,2420.89,0,1,0,0.0,1.0,157,0,1,11,1.663,2025-02-13,2025-02-24,,,Digital items are non-refundable after delivery to the registered account.,0.036,1,0,1,train,101
ca5c1c03f1be,cust_16695,unauthorized_3ds,unauthorized,travel,1105.45,0,1,1,1.0,,448,0,1,9,1.266,2025-02-25,2025-03-06,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0063,1,0,1,train,101
f4abb10bc849,cust_32255,no_evidence,item_not_received,digital_goods,953.92,0,0,0,0.0,0.0,279,1,2,25,2.409,2025-02-20,2025-03-17,,,Digital items are non-refundable after delivery to the registered account.,0.0444,1,0,0,train,101
73c896f61dbe,cust_90957,unauthorized_3ds,unauthorized,digital_goods,3216.69,0,1,1,1.0,1.0,623,1,3,23,1.522,2025-09-13,2025-10-06,,,Digital items are non-refundable after delivery to the registered account.,0.0601,8,0,0,train,101
2ece73bd780b,cust_62840,unauthorized_3ds,unauthorized,ecommerce,4857.24,1,1,0,1.0,,14,0,1,16,0.948,2025-02-11,2025-02-27,TRK870189625,2025-02-13 14:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0184,1,0,0,train,101
e555a48430b6,cust_52900,inr_delivery_confirmed,item_not_received,grocery,1014.95,1,0,1,1.0,1.0,7,0,3,16,1.275,2025-06-15,2025-07-01,TRK130379780,2025-06-17 17:00:00,Perishable goods are non-returnable after delivery confirmation.,0.0723,5,0,1,train,101
adf3369b94ba,cust_38829,no_evidence,unauthorized,digital_goods,1363.95,0,0,1,0.0,0.0,0,0,4,34,0.884,2025-02-19,2025-03-25,,,Digital items are non-refundable after delivery to the registered account.,-0.3028,1,0,1,train,101
9435675d8474,cust_40209,no_evidence,unauthorized,services,2141.34,1,0,0,0.0,0.0,211,0,1,41,1.377,2025-03-11,2025-04-21,TRK792027738,2025-03-12 12:00:00,Service completion notes and customer confirmation emails are retained.,-0.0144,2,0,1,train,101
4e884bc30d01,cust_68460,high_velocity_attack,unauthorized,digital_goods,1285.86,0,0,0,0.0,0.0,0,0,5,11,3.143,2025-02-15,2025-02-26,,,Digital items are non-refundable after delivery to the registered account.,0.2047,1,0,0,train,101
72142c8a175b,cust_61963,high_velocity_attack,unauthorized,travel,2058.88,1,0,0,0.0,0.0,0,0,3,2,,2025-06-30,2025-07-02,TRK238756115,2025-07-01 02:00:00,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.122,6,0,0,train,101
ebdf24a7f500,cust_36637,unauthorized_3ds,unauthorized,ecommerce,4648.37,1,1,0,1.0,1.0,355,0,1,1,0.86,2025-05-26,2025-05-27,TRK797645533,2025-05-27 17:00:00,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0649,4,0,0,train,101
c78a37bae19f,cust_19068,high_velocity_attack,unauthorized,travel,778.43,0,0,0,1.0,0.0,0,0,7,1,0.1,2025-04-25,2025-04-26,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.0253,3,0,1,train,101
ab405fd40e2d,cust_27450,inr_delivery_confirmed,item_not_received,fashion,7029.8,1,0,1,1.0,0.0,446,0,1,34,1.15,2025-07-21,2025-08-24,TRK779984505,2025-07-21 22:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.1268,6,0,1,train,101
52f2ef3f6baa,cust_64506,no_evidence,unauthorized,services,2351.75,0,0,1,0.0,0.0,103,0,3,5,3.265,2025-06-14,2025-06-19,,,Service completion notes and customer confirmation emails are retained.,0.143,5,0,0,train,101
d9e7d32d4690,cust_41789,high_velocity_attack,unauthorized,digital_goods,1394.93,0,0,0,0.0,0.0,72,0,6,4,,2025-08-05,2025-08-09,,,Digital items are non-refundable after delivery to the registered account.,-0.0983,7,1,1,train,101
053f8f418ba7,cust_64480,friendly_fraud_long_tenure,not_as_described,digital_goods,4679.45,1,1,0,1.0,1.0,615,2,2,25,0.1,2025-06-30,2025-07-25,TRK547415725,2025-07-02 09:00:00,Digital items are non-refundable after delivery to the registered account.,-0.0842,6,0,1,train,101
c81833dddfd6,cust_92465,high_velocity_attack,unauthorized,ecommerce,2592.33,0,0,0,0.0,0.0,0,0,10,2,1.93,2025-07-31,2025-08-02,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,0.0905,7,0,1,train,101
2821183e09b8,cust_87559,friendly_fraud_long_tenure,not_as_described,ecommerce,3799.67,0,1,0,0.0,0.0,829,1,1,41,,2025-05-19,2025-06-29,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.0202,4,0,0,train,101
fc0b96cf8c81,cust_16090,inr_delivery_confirmed,item_not_received,fashion,5974.94,1,1,0,1.0,1.0,230,0,1,33,0.573,2025-07-24,2025-08-26,TRK513833426,2025-07-26 08:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0435,6,0,1,train,101
86dc927711c9,cust_37108,inr_delivery_confirmed,item_not_received,grocery,3801.25,1,1,1,1.0,0.0,112,0,3,34,0.882,2025-03-21,2025-04-24,TRK513212904,2025-03-22 03:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.1216,2,0,1,train,101
14d91fb8796b,cust_60780,unauthorized_3ds,unauthorized,digital_goods,5413.05,1,1,1,1.0,1.0,891,1,1,14,1.291,2025-07-18,2025-08-01,TRK412917675,2025-07-21 09:00:00,Digital items are non-refundable after delivery to the registered account.,-0.0283,6,0,1,train,101
6f0711913bb8,cust_77924,inr_delivery_confirmed,item_not_received,fashion,3163.78,1,0,1,1.0,1.0,594,1,1,16,0.771,2025-05-16,2025-06-01,TRK305059758,2025-05-18 20:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0307,4,0,1,train,101
b27dc470a8fc,cust_14843,no_evidence,not_as_described,ecommerce,13412.53,0,0,0,0.0,0.0,123,2,3,18,3.478,2025-02-08,2025-02-26,,,30-day returns on unused goods. Signature on delivery is accepted proof of receipt.,-0.1945,1,0,0,train,101
89e22ce940d4,cust_84818,unauthorized_3ds,unauthorized,travel,14162.44,0,1,1,1.0,1.0,213,1,1,14,0.629,2025-09-07,2025-09-21,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.0916,8,1,0,train,101
7a087005c90f,cust_85540,inr_delivery_confirmed,item_not_received,grocery,931.51,1,1,1,1.0,1.0,495,0,1,4,1.578,2025-04-28,2025-05-02,TRK142807064,2025-04-28 23:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.102,3,1,1,train,101
ba697ddb4941,cust_50497,inr_delivery_confirmed,item_not_received,grocery,5107.31,1,1,1,1.0,1.0,312,0,1,20,1.394,2025-09-04,2025-09-24,TRK403573929,2025-09-05 14:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.0433,8,0,1,train,101
b791075123c3,cust_35925,inr_delivery_confirmed,item_not_received,fashion,2575.31,1,1,1,1.0,1.0,476,0,1,19,0.955,2025-05-02,2025-05-21,TRK555306776,2025-05-03 05:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0001,4,0,1,train,101
0e6141f473b4,cust_69074,friendly_fraud_long_tenure,unauthorized,digital_goods,4539.66,0,1,1,1.0,1.0,302,1,1,23,0.68,2025-08-04,2025-08-27,,,Digital items are non-refundable after delivery to the registered account.,-0.1606,7,0,0,train,101
0d19fbec4c9b,cust_61392,friendly_fraud_long_tenure,item_not_received,digital_goods,5655.93,0,1,1,1.0,0.0,974,2,1,25,0.601,2025-04-03,2025-04-28,,,Digital items are non-refundable after delivery to the registered account.,0.0001,3,0,1,train,101
44bbd5b9446a,cust_75109,inr_delivery_confirmed,item_not_received,grocery,5078.94,1,0,1,1.0,1.0,745,0,1,23,0.807,2025-06-02,2025-06-25,TRK384106168,2025-06-05 03:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.141,5,0,1,train,101
7e612563c9fa,cust_65485,inr_delivery_confirmed,item_not_received,fashion,2189.12,1,1,1,1.0,0.0,390,0,1,19,0.831,2025-03-15,2025-04-03,TRK613607790,2025-03-18 07:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.1503,2,0,0,train,101
692c2ea24f42,cust_23157,friendly_fraud_long_tenure,item_not_received,digital_goods,5980.64,1,0,0,1.0,0.0,807,2,1,13,1.266,2025-06-10,2025-06-23,TRK635433416,2025-06-11 11:00:00,Digital items are non-refundable after delivery to the registered account.,-0.1109,5,0,0,train,101
cd0dcbee0609,cust_88762,friendly_fraud_long_tenure,not_as_described,subscriptions,2173.77,0,0,1,1.0,0.0,650,4,2,17,1.269,2025-02-15,2025-03-04,,,First billing cycle may be refunded; subsequent cycles require unused-period evidence.,-0.2086,1,0,0,train,101
2a4f2a1d47a1,cust_50538,inr_delivery_confirmed,item_not_received,grocery,5221.69,1,1,0,0.0,1.0,1060,1,1,24,1.189,2025-08-23,2025-09-16,TRK136006008,2025-08-26 13:00:00,Perishable goods are non-returnable after delivery confirmation.,-0.1275,7,0,1,train,101
a1aa5955d3b2,cust_69131,inr_delivery_confirmed,item_not_received,fashion,3403.52,1,1,1,1.0,1.0,630,1,3,3,0.58,2025-05-13,2025-05-16,TRK547015752,2025-05-14 22:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,0.0044,4,0,1,train,101
6db9fed509bb,cust_47128,inr_delivery_confirmed,item_not_received,fashion,2384.93,1,1,1,0.0,1.0,73,0,1,26,0.562,2025-08-06,2025-09-01,TRK463222226,2025-08-09 13:00:00,7-day exchange window. Delivery photo and tracking are retained for 180 days.,-0.0517,7,0,1,train,101
b55f1cf2621b,cust_14150,high_velocity_attack,unauthorized,travel,10416.71,0,0,1,,0.0,43,0,9,7,1.639,2025-09-03,2025-09-10,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,-0.0353,8,0,0,train,101
c58ae54c662d,cust_20194,unauthorized_3ds,unauthorized,travel,6312.02,0,1,1,0.0,,499,1,1,1,1.394,2025-09-17,2025-09-18,,,Cancellations follow fare rules. 3DS-authenticated bookings are treated as cardholder-present.,0.003,8,0,1,train,101
